index,Provider Id,Provider Name,Provider Region,Dataset Id,Dataset Name,Subgroup 1 Id,Subgroup 1 Name,Subgroup 2 Id,Subgroup 2 Name
137,OECD,Organisation for Economic Co-operation and Development,World,DSD_FFS@DF_FFS_BIH,Inventory of Energy Subsidies and Support Measures in the Western Balkans - Bosnia and Herzegovina,DEV,Development,,
138,OECD,Organisation for Economic Co-operation and Development,World,DSD_FFS@DF_FFS_MKD,Inventory of Energy Subsidies and Support Measures in the Western Balkans - North Macedonia,DEV,Development,,
139,OECD,Organisation for Economic Co-operation and Development,World,DSD_FFS@DF_FFS_MNE,Inventory of Energy Subsidies and Support Measures in the Western Balkans - Montenegro,DEV,Development,,
140,OECD,Organisation for Economic Co-operation and Development,World,DSD_FFS@DF_FFS_SRB,Inventory of Energy Subsidies and Support Measures in the Western Balkans - Serbia,DEV,Development,,
141,OECD,Organisation for Economic Co-operation and Development,World,DSD_FFS@DF_FFS_WBC,Inventory of Energy Subsidies and Support Measures in the Western Balkans,DEV,Development,,
142,OECD,Organisation for Economic Co-operation and Development,World,DSD_FFS@DF_FFS_XKV,Inventory of Energy Subsidies and Support Measures in the Western Balkans - Kosovo,DEV,Development,,
143,OECD,Organisation for Economic Co-operation and Development,World,DSD_EO@DF_EO,Economic Outlook 118,ECO,Economy,ECO_OUT,Economic outlook
144,OECD,Organisation for Economic Co-operation and Development,World,DSD_EO_114@DF_EO_114,Economic Outlook 114,ECO,Economy,ECO_OUT,Economic outlook
145,OECD,Organisation for Economic Co-operation and Development,World,DSD_EO_115@DF_EO_115,Economic Outlook 115,ECO,Economy,ECO_OUT,Economic outlook
146,OECD,Organisation for Economic Co-operation and Development,World,DSD_EO_116@DF_EO_116,Economic Outlook 116,ECO,Economy,ECO_OUT,Economic outlook
147,OECD,Organisation for Economic Co-operation and Development,World,DSD_EO_LTB@DF_EO_LTB,OECD Economic Outlook 117 long-term scenarios,ECO,Economy,ECO_OUT,Economic outlook
148,OECD,Organisation for Economic Co-operation and Development,World,DSD_EO_117@DF_EO_117,Economic Outlook 117,ECO,Economy,ECO_OUT,Economic outlook
149,OECD,Organisation for Economic Co-operation and Development,World,DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES,Analytical house prices indicators,ECO,Economy,ECO_PRI,Prices
150,OECD,Organisation for Economic Co-operation and Development,World,DSD_CPI_COU_WEIGHTS@DF_CPI_CTRY_WEIGHTS,CPI country weights - OECD composition,ECO,Economy,ECO_PRI,Prices
151,OECD,Organisation for Economic Co-operation and Development,World,DSD_G20_PRICES@DF_G20_PRICES,"G20 - Consumer price indices, all items",ECO,Economy,ECO_PRI,Prices
152,OECD,Organisation for Economic Co-operation and Development,World,DSD_PPP@DF_PPP,"PPP detailed results, 2020 onwards",ECO,Economy,ECO_PRI,Prices
153,OECD,Organisation for Economic Co-operation and Development,World,DSD_PPP@DF_PPP_CPL,"PPP detailed results, Price level indices",ECO,Economy,ECO_PRI,Prices
154,OECD,Organisation for Economic Co-operation and Development,World,DSD_PPP@DF_PPP_NE,"PPP detailed results, Nominal expenditure",ECO,Economy,ECO_PRI,Prices
155,OECD,Organisation for Economic Co-operation and Development,World,DSD_PPP@DF_PPP_NEGDP,"PPP detailed results, Nominal expenditure as a percentage of GDP",ECO,Economy,ECO_PRI,Prices
156,OECD,Organisation for Economic Co-operation and Development,World,DSD_PPP@DF_PPP_NEPC,"PPP detailed results, Nominal expenditure per capita",ECO,Economy,ECO_PRI,Prices
157,OECD,Organisation for Economic Co-operation and Development,World,DSD_PPP@DF_PPP_PPP,"PPP detailed results, Purchasing power parities",ECO,Economy,ECO_PRI,Prices
158,OECD,Organisation for Economic Co-operation and Development,World,DSD_PPP@DF_PPP_RE,"PPP detailed results, Real expenditure in PPPs",ECO,Economy,ECO_PRI,Prices
159,OECD,Organisation for Economic Co-operation and Development,World,DSD_PPP@DF_PPP_REPC,"PPP detailed results, Real expenditure per capita in PPPs",ECO,Economy,ECO_PRI,Prices
160,OECD,Organisation for Economic Co-operation and Development,World,DSD_PPP@DF_PPP_VI,"PPP detailed results, Volume indices of real expenditure per capita",ECO,Economy,ECO_PRI,Prices
161,OECD,Organisation for Economic Co-operation and Development,World,DSD_PPP_M@DF_PP_CPL_M,Monthly comparative price levels,ECO,Economy,ECO_PRI,Prices
162,OECD,Organisation for Economic Co-operation and Development,World,DSD_PRICES@DF_PRICES_ALL,"Consumer price indices (CPIs, HICPs), COICOP 1999",ECO,Economy,ECO_PRI,Prices
163,OECD,Organisation for Economic Co-operation and Development,World,DSD_PRICES@DF_PRICES_CONTRIB,Contribution to year-on-year inflation by COICOP 1999 by country,ECO,Economy,ECO_PRI,Prices
164,OECD,Organisation for Economic Co-operation and Development,World,DSD_PRICES@DF_PRICES_HICP,Eurostat harmonised index of consumer prices (HICP),ECO,Economy,ECO_PRI,Prices
165,OECD,Organisation for Economic Co-operation and Development,World,DSD_PRICES@DF_PRICES_HICP_IT_W,"Eurostat harmonised index of consumer prices (HICP), Item weights, All countries, All items",ECO,Economy,ECO_PRI,Prices
166,OECD,Organisation for Economic Co-operation and Development,World,DSD_PRICES@DF_PRICES_N_CP01,"National CPI, Growth rate over one year, All countries, Food and non-alcoholic beverages, COICOP 1999",ECO,Economy,ECO_PRI,Prices
167,OECD,Organisation for Economic Co-operation and Development,World,DSD_PRICES@DF_PRICES_N_CP045_0722,"National CPI, Growth rate over one year, All countries, Energy, COICOP 1999",ECO,Economy,ECO_PRI,Prices
168,OECD,Organisation for Economic Co-operation and Development,World,DSD_PRICES@DF_PRICES_N_IT_W,"National CPI, Item weights, COICOP 1999, All countries, All items",ECO,Economy,ECO_PRI,Prices
169,OECD,Organisation for Economic Co-operation and Development,World,DSD_PRICES@DF_PRICES_N_TXCP01_NRG,"National CPI, Growth rate over one year, All countries, All items less food and energy, COICOP 1999",ECO,Economy,ECO_PRI,Prices
170,OECD,Organisation for Economic Co-operation and Development,World,DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL,"Consumer price indices (CPIs), COICOP 2018",ECO,Economy,ECO_PRI,Prices
171,OECD,Organisation for Economic Co-operation and Development,World,DSD_PRICES_COICOP2018@DF_PRICES_C2018_CONTRIB,Contribution to year-on-year inflation by COICOP 2018 by country,ECO,Economy,ECO_PRI,Prices
172,OECD,Organisation for Economic Co-operation and Development,World,DSD_PRICES_COICOP2018@DF_PRICES_C2018_N_CP01,"National CPI, Growth rate over one year, All countries, Food and non-alcoholic beverages, COICOP 2018",ECO,Economy,ECO_PRI,Prices
173,OECD,Organisation for Economic Co-operation and Development,World,DSD_PRICES_COICOP2018@DF_PRICES_C2018_N_CP045_0722,"National CPI, Growth rate over one year, All countries, Energy, COICOP 2018",ECO,Economy,ECO_PRI,Prices
174,OECD,Organisation for Economic Co-operation and Development,World,DSD_PRICES_COICOP2018@DF_PRICES_C2018_N_IT_W,"National CPI, Item weights, COICOP 2018, All countries, All items",ECO,Economy,ECO_PRI,Prices
175,OECD,Organisation for Economic Co-operation and Development,World,DSD_PRICES_COICOP2018@DF_PRICES_C2018_N_TXCP01_NRG,"National CPI, Growth rate over one year, All countries, All items less food and energy, COICOP 2018",ECO,Economy,ECO_PRI,Prices
176,OECD,Organisation for Economic Co-operation and Development,World,DSD_RHPI@DF_RHPI_ALL,National and regional house price indices,ECO,Economy,ECO_PRI,Prices
177,OECD,Organisation for Economic Co-operation and Development,World,DSD_RHPI@DF_RHPI_TRANSACTIONS,National and regional housing transactions,ECO,Economy,ECO_PRI,Prices
178,OECD,Organisation for Economic Co-operation and Development,World,DSD_RHPI_TARGET@DF_RHPI_TARGET,"National and regional house price indices, headline indicators",ECO,Economy,ECO_PRI,Prices
179,OECD,Organisation for Economic Co-operation and Development,World,DSD_PMR@DF_PMR,Product market regulation,ECO,Economy,ECO_PRO,Productivity
180,OECD,Organisation for Economic Co-operation and Development,World,DSD_PMR@DF_PMR_WBG,Product market regulation OECD-WBG (World Bank Group),ECO,Economy,ECO_PRO,Productivity
181,OECD,Organisation for Economic Co-operation and Development,World,DSD_PDB@DF_PDB_GR,Productivity growth rates,ECO,Economy,ECO_PRO,Productivity
182,OECD,Organisation for Economic Co-operation and Development,World,DSD_PDB@DF_PDB_ISIC4_I4,Productivity by industry,ECO,Economy,ECO_PRO,Productivity
183,OECD,Organisation for Economic Co-operation and Development,World,DSD_PDB@DF_PDB_LV,Productivity levels,ECO,Economy,ECO_PRO,Productivity
184,OECD,Organisation for Economic Co-operation and Development,World,DSD_PDB@DF_PDB_ULC_Q,Productivity and unit labour costs,ECO,Economy,ECO_PRO,Productivity
185,OECD,Organisation for Economic Co-operation and Development,World,DSD_PDB@DF_PDB,Productivity database,ECO,Economy,ECO_PRO,Productivity
186,OECD,Organisation for Economic Co-operation and Development,World,DSD_EAR@DF_HOU_EAR,Hourly earnings,ECO,Economy,ECO_STS,Short-term economic statistics
187,OECD,Organisation for Economic Co-operation and Development,World,DSD_KEI@DF_KEI,Key short-term economic indicators,ECO,Economy,ECO_STS,Short-term economic statistics
188,OECD,Organisation for Economic Co-operation and Development,World,DSD_LFS@DF_IALFS_EMP_ISIC4_Q,Employed population by economic activity,ECO,Economy,ECO_STS,Short-term economic statistics
189,OECD,Organisation for Economic Co-operation and Development,World,DSD_LFS@DF_IALFS_EMP_Q,Employed population by age groups,ECO,Economy,ECO_STS,Short-term economic statistics
190,OECD,Organisation for Economic Co-operation and Development,World,DSD_LFS@DF_IALFS_EMP_WAP_Q,Employment rate,ECO,Economy,ECO_STS,Short-term economic statistics
191,OECD,Organisation for Economic Co-operation and Development,World,DSD_LFS@DF_IALFS_INDIC,Infra-annual labour statistics,ECO,Economy,ECO_STS,Short-term economic statistics
192,OECD,Organisation for Economic Co-operation and Development,World,DSD_LFS@DF_IALFS_LF_Q,Labour force population,ECO,Economy,ECO_STS,Short-term economic statistics
193,OECD,Organisation for Economic Co-operation and Development,World,DSD_LFS@DF_IALFS_LF_WAP_Q,Labour force participation rate,ECO,Economy,ECO_STS,Short-term economic statistics
194,OECD,Organisation for Economic Co-operation and Development,World,DSD_LFS@DF_IALFS_OLF_WAP_Q,Population outside the labour force,ECO,Economy,ECO_STS,Short-term economic statistics
195,OECD,Organisation for Economic Co-operation and Development,World,DSD_LFS@DF_IALFS_UNE_LF_M,Monthly unemployment levels,ECO,Economy,ECO_STS,Short-term economic statistics
196,OECD,Organisation for Economic Co-operation and Development,World,DSD_LFS@DF_IALFS_UNE_M,Monthly unemployment rates,ECO,Economy,ECO_STS,Short-term economic statistics
197,OECD,Organisation for Economic Co-operation and Development,World,DSD_LFS@DF_IALFS_UNE_Q,Unemployed population,ECO,Economy,ECO_STS,Short-term economic statistics
198,OECD,Organisation for Economic Co-operation and Development,World,DSD_LFS@DF_IALFS_WAP_Q,Working-age population,ECO,Economy,ECO_STS,Short-term economic statistics
199,OECD,Organisation for Economic Co-operation and Development,World,DSD_OLAB@DF_OIALAB_INDIC,Infra-annual registered unemployment and job vacancies,ECO,Economy,ECO_STS,Short-term economic statistics
200,OECD,Organisation for Economic Co-operation and Development,World,DSD_STES@DF_FINMARK,Financial market,ECO,Economy,ECO_STS,Short-term economic statistics
201,OECD,Organisation for Economic Co-operation and Development,World,DSD_STES@DF_INDSERV,"Production, sales, work started and orders",ECO,Economy,ECO_STS,Short-term economic statistics
202,OECD,Organisation for Economic Co-operation and Development,World,DSD_STES@DF_MONAGG,Monetary aggregates,ECO,Economy,ECO_STS,Short-term economic statistics
203,OECD,Organisation for Economic Co-operation and Development,World,DSD_STES_REVISIONS@DF_STES_REVISIONS,Short-term economic statistics revisions,ECO,Economy,ECO_STS,Short-term economic statistics
204,OECD,Organisation for Economic Co-operation and Development,World,DSD_BOP@DF_BOP,Balance of payments,ECO,Economy,,
205,OECD,Organisation for Economic Co-operation and Development,World,DSD_BOP@DF_IIP,International investment position,ECO,Economy,,
206,OECD,Organisation for Economic Co-operation and Development,World,DSD_BOP@DF_TIS,International trade in services,ECO,Economy,,
207,OECD,Organisation for Economic Co-operation and Development,World,DSD_IMTS@DF_IMTS,International merchandise trade statistics,ECO,Economy,,
